date,income_studentfinance,income_other,income_options,income_work,groceries,alchohol,rent,tax,travel,books_education,books_other,entertainment,eatingout,clothing,nightout,pub,utilities,investing,getrichquick,lpig,sport,other,end,total,outby
06/10/2025,0,0,0,0,-85.88,-3.5,0,0,-895.66,0,0,0,-16.7,-25,0,-24.7,0,0,0,0,0,-13.84,-1040.28,-141.912,0
13/10/2025,0,0,0,0,-50.6,-23.14,0,0,-51.1,-9.99,0,0,-89.19,0,0,-27.55,0,0,0,0,0,-24.48,-276.05,-417.962,0
20/10/2025,0,0,0,0,0,0,-1250,-120,-389.47,0,0,0,0,0,0,0,-66.41,0,0,0,0,0,-389.47,-2243.842,0
27/10/2025,0,0,15.89,3513.83,0,0,0,0,-350,0,0,0,0,0,0,0,-34,0,0,0,0,-58.82,-408.82,843.058,0
03/11/2025,0,0,0,0,0,0,0,0,-130,0,0,0,0,0,0,0,-22.57,0,0,0,-117.4,0,-130,573.088,0
10/11/2025,0,0,0,0,-90.75,0,0,0,-337.5,0,0,0,-27.45,-29.11,0,0,0,0,0,0,0,-44.5,-502.28,41.6979999999996,2.08
17/11/2025,0,0,29.52,0,-98.76,0,-1250,-120,-134.3,0,-10.48,0,-25.6,0,0,0,0,0,0,0,-75,-110,-379.14,-1752.922,0
24/11/2025,0,0,0,3513.82,-72.35,-17.65,0,0,-64.5,0,0,0,-77.55,-121.98,0,-14.6,-26.38,0,0,0,-350,-34.9,-191.33,1071.208,-90.22
01/12/2025,0,0,7.49,0,-96,-7.15,0,0,-67.1,0,-2.99,0,-14.1,-22,0,-28.6,-34,0,-50,0,0,-139.97,-355.91,616.788,0
08/12/2025,0,0,0,0,-67.79,-5.74,0,0,-43,0,0,0,-32.6,0,0,-18.3,0,0,0,0,0,-277.85,-445.28,171.508,0
15/12/2025,0,0,0,0,-87.56,-5,0,0,-12.7,0,0,0,-8.35,0,0,-43.35,0,0,0,0,-35,-200.46,-357.42,-220.912,0
22/12/2025,0,0,0,0,-41.09,-24.55,-1250,-120,-115,0,0,-46.45,0,0,0,0,-61.29,0,0,0,0,-215.34,-556.99,-2209.192,114.56
29/12/2025,0,0,0,3513.82,-107.99,-21,0,0,-38.8,0,-9.98,0,-87.6,0,0,-12,-121.5,0,0,0,0,-78.22,-355.59,827.538000000001,0
05/01/2026,,0,0,0,-27.75,-96.35,0,0,-72.1,0,0,0,-113.85,0,0,-6.5,-40.2,0,0,,0,0,-316.55,470.788000000001,0
12/01/2026,,33,0,0,-107.62,-8.7,0,0,-29.15,0,0,0,-7.8,0,0,-28.8,0,0,0,,0,-28.42,-210.49,293.298000000001,0
19/01/2026,,0,10.61,0,-65.41,0,-900,-120,-35.55,0,0,0,-8.1,0,0,0,-86.25,0,0,,0,0,-109.06,-911.401999999999,0
26/01/2026,,0,0,3843.05,-81.48,-20.85,0,0,-214.14,0,0,-14.25,-52.53,0,0,0,-34,0,0,,0,-44.97,-358.21,2539.438,-70.01
02/02/2026,,0,0,0,-84.97,-22.26,0,0,-286.53,0,-8.77,0,-20.7,-25,0,0,0,0,0,,0,0,-423.23,2091.208,0
09/02/2026,,0,0,0,-85.88,-5,0,0,-80.9,0,0,0,0,0,0,-16.2,0,0,0,,-130,-53.19,-381.65,1579.558,140.48
16/02/2026,,0,-45.46,0,-108.39,-8.89,-900,-120,-37.15,0,0,0,-13.55,0,0,-11.6,-30,0,0,,0,0,-179.58,304.518000000001,0
23/02/2026,,0,0,3513.82,-87.36,-19.59,0,0,-68.65,0,0,-37.7,-9.2,0,0,-22.2,-100.27,0,0,,0,-44.97,-316.6,3401.468,26.93
02/03/2026,,0,0,0,-56.25,-9.75,0,0,-67.5,0,0,0,-66.01,0,0,0,-24,0,0,,0,-338.54,-538.05,2839.418,0
09/03/2026,,0,4.55,0,-110.21,0,0,0,-69.2,0,0,-73.3,-3.8,0,-26.84,-15.4,0,0,0,,0,0,-298.75,2545.218,0
16/03/2026,,0,18.41,0,-116.01,0,-900,-120,-627.85,0,-53.97,0,-17.35,0,0,-26.4,-30,0,0,,0,0,-841.58,672.048,0
23/03/2026,,0,0,0,-53.82,0,0,0,-24.05,-26.92,0,0,-55.05,0,0,-13,-54.78,0,0,,0,0,-172.84,444.428,0
30/03/2026,,0,0,3635.82,-67.91,-4.98,0,0,-48.4,0,0,0,-102.94,-75,0,-21.61,-59.8,0,0,,-92.99,-141.13,-386.97,3465.488,0
06/04/2026,,0,0,0,-81.65,0,0,0,-48.3,0,0,0,-157.21,0,0,-31.95,0,0,0,,0,-10,-329.11,3136.378,0
13/04/2026,,0,-73.65,0,-64.9,0,0,0,-22.3,-38.74,0,0,-50.59,0,0,-44.2,-32.25,0,0,,0,0,-220.73,2809.748,0
20/04/2026,,0,25.04,0,-71.91,0,-900,-120,-18.5,0,0,0,-47.07,0,0,-25.78,-51.63,0,0,,0,-16.23,-179.49,1583.668,0
27/04/2026,,0,0,3519.83,-87.55,-10.49,0,0,-26.7,0,0,0,-120.74,0,0,-14.35,-71.39,0,0,,0,-86,-345.83,4686.278,0
04/05/2026,,0,0,0,-41.51,-5.49,0,0,-24.3,0,0,0,-18.9,-30.5,0,-12.1,0,0,0,,0,-215,-317.3,4338.478,0
11/05/2026,,0,0,0,-22.5,0,0,0,-597.69,0,-41.8,0,0,0,0,0,0,0,0,,0,-15.7,-677.69,3660.788,0
18/05/2026,,0,-438.58,0,-210.15,-17.6,-900,-120,-38,0,0,0,-33.5,-193,0,-37.15,0,0,0,,-10,0,-336.4,1662.808,0
25/05/2026,,0,0,3587.72,-179.73,0,0,0,-42.5,0,0,0,-29.4,-25,-55.4,-24.08,-97.77,0,0,,0,-280.93,-959.05,4168.708,347.01
01/06/2026,,0,0,0,-126.61,-9.2,0,0,-275.3,0,0,0,-43.9,0,0,0,0,0,0,,0,-9.98,-464.99,3703.718,0
08/06/2026,,0,0,0,-7.35,-7,0,0,-12.3,-8.99,0,0,-14.7,0,-23.5,-65,0,0,0,,0,-84.99,-223.83,3479.888,0
15/06/2026,,0,19.68,0,-103.55,-8.25,0,0,-5.6,0,0,0,-93.11,0,0,-16.65,0,0,0,,0,-22.5,-249.66,3249.908,0
22/06/2026,,0,0,0,-13,-11.95,-900,-120,-27.7,0,0,0,-7.8,0,0,-7.4,-52.5,0,0,,0,-21.5,-89.35,2088.058,0
29/06/2026,,0,0,3704.52,0,0,0,0,-902.95,0,0,0,0,-160,0,0,-85,0,0,,0,-44.97,-947.92,4599.658,0
06/07/2026,,0,0,0,-91.4,0,0,0,-75.5,0,0,0,-14.7,0,0,0,0,0,0,,0,-329.42,-511.02,4088.638,0
13/07/2026,,0,0,0,-63.95,-21,0,0,-53,0,0,0,-26.4,0,-83.42,-13.7,0,0,0,,0,-41.25,-302.72,3785.918,0
20/07/2026,,0,0,0,-102.37,-15,-900,-120,-34.6,0,0,0,-50.26,0,-49.5,-24.5,-117.44,0,0,,0,0,-276.23,2372.248,0
27/07/2026,,0,0,4225.08,-96.78,-3.1,0,0,-35.7,0,0,-20.84,-58.94,0,0,-36.9,-34,0,0,,0,-44.97,-297.23,6266.098,0
03/08/2026,,-280.08,0,0,-122.81,-5.1,0,0,-60.79,0,-5.99,0,-26.6,0,0,-14.5,-32,0,0,,-15.22,-100,-335.79,5603.008,0
